feature,mean
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q75_next_,0.0023402758
tunic.historicalsociety.entry.directory.closeup.archivist_ET_sum_next_,0.0022436953
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_,0.0021291943
session_number_,0.002099631
tunic.historicalsociety.entry.groupconvo_flag_ET_q25_,0.0020857286
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_next_,0.0020715012
word_you,0.0018550708
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_mean_next_,0.0018304543
map_click_undefined_ET_sum_next_,0.0017413514
directory.closeup.archivist_ET_median_next_,0.0017344971
tunic.library.frontdesk_ET_sum_next_,0.0016846918
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_next_,0.001684058
map_hover_basic_ET_sum_next_,0.0016066083
directory_ET_q75_next_,0.0016048248
tunic.flaghouse.entry_ET_sum_next_,0.0015992551
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_next_,0.0015925309
directory_ET_std_next_,0.0015862997
tunic.flaghouse_ET_sum_next_,0.0015629756
navigate_click_undefined_event_name_counts,0.0015623521
map_click_close_ET_std_next_,0.0015598744
tunic.historicalsociety.entry.groupconvo_flag_ET_median_,0.0015574759
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_sum_next_,0.0014795501
tunic.historicalsociety.entry.groupconvo_flag_ET_q75_,0.001470183
tocloset_dirty_ET_sum_next_,0.0014612586
tunic.historicalsociety.entry.directory.closeup.archivist_ET_std_next_,0.00145054
map_hover_basic_ET_sum_,0.0014109124
map_click_close_ET_sum_,0.0013832435
journals_flag.pic_1.next_ET_median_,0.0013715444
word_sum_you,0.0013703636
journals_flag.pic_1.next_ET_q75_next_,0.0013631668
tunic.wildlife.center.crane_ranger.crane_ET_std_,0.0013581289
word_to,0.0013565604
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_sum_,0.0013285546
20_LEVEL_count,0.0013171718
toentry_ET_sum_,0.0013038252
tunic.flaghouse.entry_room_fqid_counts,0.0012981294
tunic.humanecology.frontdesk_ET_q25_next_,0.0012892376
tunic.library.frontdesk.worker.nelson_recap_ET_q25_next_,0.0012844668
journals_flag.pic_1.next_ET_q25_,0.0012478108
directory_ET_sum_next_,0.001237853
journals_flag.pic_1.next_ET_mean_,0.0012375596
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q75_next_,0.0012356715
map_click_close_ET_q75_,0.0012234233
tunic.drycleaner.frontdesk_ET_mean_next_,0.0012221999
20_ET_sum_next_,0.0011753604
map_click_close_ET_sum_next_,0.0011566126
tunic.historicalsociety.entry.boss.flag_ET_q25_,0.0011556158
person_click_basic_ET_std_,0.0011550444
flag_girl_fqid_counts,0.0011541402
tunic.historicalsociety.basement.seescratches_ET_sum_,0.0011529934
seescratches_ET_sum_,0.0011275347
word_q25_Wells,0.0011164176
tunic.drycleaner.frontdesk_ET_q25_next_,0.0011149078
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_,0.0011127503
notebook_click_close_ET_sum_,0.0011114783
tunic.historicalsociety.frontdesk_ET_sum_next_,0.0011109172
tunic.wildlife.center.expert.recap_ET_sum_next_,0.0011038854
word_mean_found,0.0010999637
seescratches_ET_median_,0.0010973569
wells_ET_q25_,0.0010950252
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q75_,0.0010925537
directory.closeup.archivist_ET_sum_next_,0.0010917358
tunic.historicalsociety.closet_dirty_ET_std_next_,0.0010895741
tunic.drycleaner.frontdesk_ET_q75_next_,0.0010875685
notebook_click_basic_ET_sum_next_,0.001075439
tunic.library.frontdesk_room_fqid_counts,0.0010705676
navigate_click_undefined_ET_sum_next_,0.0010704958
toentry_ET_sum_next_,0.0010677368
tunic.historicalsociety.collection_flag_ET_sum_next_,0.0010638451
journals_flag.pic_1.next_ET_mean_next_,0.0010637816
21_ET_std_,0.0010530978
map_hover_basic_event_name_counts,0.0010412344
groupconvo_flag_ET_q25_,0.0010400038
notebook_click_basic_ET_sum_,0.0010396794
tunic.historicalsociety.basement.seescratches_ET_q25_,0.0010323266
map_click_close_ET_mean_,0.0010292146
tunic.historicalsociety.entry.boss.flag_recap_ET_std_next_,0.0010277517
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_mean_,0.0010237081
directory.closeup.archivist_ET_q75_next_,0.0010141385
lockeddoor_ET_q25_next_,0.0010126161
word_median_Wells,0.0010083561
tunic.wildlife.center.expert.recap_ET_std_next_,0.0010054855
tunic.capitol_2_ET_sum_next_,0.001004871
notebook_click_basic_event_name_counts,0.0009937169
journals_flag.pic_1.next_ET_q75_,0.0009936152
21_LEVEL_count,0.000986542
tunic.wildlife.center.wells.animals2_ET_q75_,0.0009862393
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_std_,0.0009829167
tunic.library.frontdesk.worker.flag_recap_ET_q75_,0.0009800948
tunic.humanecology.frontdesk.worker.badger_ET_std_,0.000979947
crane_ranger_ET_q25_,0.0009723362
tunic.historicalsociety.closet_dirty_ET_sum_,0.00096986734
tunic.flaghouse.entry.flag_girl.symbol_recap_text_fqid_counts,0.0009680764
tocage_fqid_counts,0.0009678306
archivist_glasses_ET_q75_,0.0009647864
tracks_ET_sum_next_,0.0009643406
photo_ET_std_,0.00095867424
tunic.humanecology.frontdesk.worker.badger_ET_sum_next_,0.00095627824
tunic.library.frontdesk.worker.nelson_ET_q75_,0.0009459699
tunic.historicalsociety.closet_dirty_ET_q75_next_,0.0009458792
word_q25_can,0.0009432273
tunic.historicalsociety.closet_dirty_ET_sum_next_,0.0009418428
map_click_close_ET_std_,0.0009407977
map_click_basic_ET_sum_next_,0.00093809643
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_next_,0.0009325685
tunic.library.frontdesk.worker.nelson_ET_mean_,0.0009259282
tunic.capitol_2.hall.boss.haveyougotit_ET_q25_next_,0.0009237499
tunic.humanecology_ET_sum_next_,0.0009234191
tunic.historicalsociety.entry.boss.flag_ET_median_,0.0009213308
map_click_close_event_name_counts,0.0009202722
notebook_click_open_ET_sum_next_,0.00091529795
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_,0.00091399916
tunic.historicalsociety.entry.boss.flag_ET_sum_,0.00091348856
tunic.historicalsociety.collection_flag_ET_sum_,0.00091251207
word_q25_it,0.00091216154
tunic.historicalsociety.cage.glasses.beforeteddy_ET_q75_next_,0.0009107799
20_ET_sum_,0.0009094463
tunic.historicalsociety.entry.boss.flag_ET_mean_,0.00090887444
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q25_,0.0009083566
word_median_Jo,0.0009046283
crane_ranger_ET_std_,0.0009041187
tunic.historicalsociety.cage_room_fqid_counts,0.00090384204
tunic.library.frontdesk.worker.nelson_recap_ET_median_next_,0.00089706184
tunic.library.frontdesk.worker.nelson_ET_median_,0.0008941879
word_median_can,0.0008925008
tunic.kohlcenter.halloffame_ET_std_next_,0.0008913374
tocloset_dirty_ET_mean_next_,0.00088969927
tunic.historicalsociety.stacks.journals_flag.pic_2.bingo_ET_q75_,0.0008895228
directory.closeup.archivist_ET_q75_,0.000888599
tunic.wildlife.center.wells.nodeer_ET_q75_,0.00088741985
journals_flag.pic_1.next_ET_sum_next_,0.0008862735
word_std_that,0.0008840692
tunic.historicalsociety.cage.confrontation_ET_q25_,0.00088399224
confrontation_ET_q25_,0.00087787875
flag_girl_ET_std_next_,0.00087627367
tunic.wildlife.center.wells.nodeer_recap_ET_mean_,0.00087494485
tunic.wildlife.center.wells.nodeer_ET_mean_,0.00087476755
tunic.wildlife_ET_sum_next_,0.0008737456
photo_ET_mean_,0.0008721261
observation_click_basic_ET_sum_,0.0008707382
tunic.drycleaner.frontdesk_ET_q75_,0.0008700787
elapsed_time_diff_q75_,0.0008697083
notebook_click_prev_ET_q25_,0.0008685387
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_q75_,0.0008681622
crane_ranger_ET_q75_,0.0008632441
archivist_glasses_ET_median_,0.00086288096
tunic.historicalsociety.closet_dirty.photo_ET_q75_,0.00085975265
word_mean_help,0.0008597214
word_median_national movement,0.0008569939
word_q75_and,0.0008555973
tomicrofiche_ET_sum_next_,0.0008534588
tunic.library.frontdesk.worker.flag_recap_ET_q25_,0.0008511895
journals_flag.pic_2.next_ET_sum_,0.00085020036
tunic.wildlife.center.crane_ranger.crane_ET_sum_,0.00084816583
tunic.library.frontdesk.worker.flag_recap_ET_std_next_,0.0008465907
tunic.historicalsociety.closet_dirty.photo_ET_median_,0.00084652787
expert_ET_std_next_,0.0008458017
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_,0.0008453323
tunic.wildlife.center.wells.nodeer_recap_ET_sum_,0.00084531866
word_std_it,0.0008443894
tunic.wildlife.center.crane_ranger.crane_ET_q75_,0.00084338884
tunic.library.frontdesk.worker.nelson_recap_ET_sum_,0.0008428783
worker_ET_sum_next_,0.0008396591
word_std_and,0.00083770894
22_ET_sum_,0.00083708024
tunic.historicalsociety.basement.ch3start_ET_sum_next_,0.00083618175
tunic.wildlife.center.wells.animals_ET_median_,0.0008361662
tunic.wildlife.center.wells.animals_ET_q25_,0.00083600153
tunic.wildlife.center.wells.nodeer_recap_text_fqid_counts,0.00083301123
notification_click_basic_ET_sum_,0.0008311666
archivist_glasses_ET_sum_next_,0.0008287882
tunic.library.frontdesk_ET_sum_,0.0008275317
flag_girl_ET_sum_,0.0008274294
journals_flag.pic_2.next_ET_q75_next_,0.00082177017
tunic.wildlife.center_ET_q75_,0.0008212099
map_hover_basic_ET_std_next_,0.0008207391
map_click_close_ET_median_,0.0008191564
hover_duration_mean_,0.0008155235
22_ET_sum_next_,0.0008154574
tunic.library.frontdesk.worker.flag_recap_ET_median_,0.0008117617
tunic.historicalsociety.cage.unlockdoor_ET_median_,0.00081167603
tunic.wildlife.center.expert.removed_cup_ET_q25_,0.00081125944
map_click_basic_ET_q25_next_,0.0008095603
tunic.historicalsociety.closet_dirty.photo_ET_sum_,0.000808548
word_q75_Jo,0.0008082264
tocage_ET_std_next_,0.0008080911
wells_ET_mean_,0.0008069358
tunic.capitol_1.hall.boss.writeitup_ET_mean_next_,0.0008063804
tunic.library.frontdesk.worker.nelson_ET_sum_,0.0008048692
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_mean_,0.00080441934
tunic.library.frontdesk.worker.flag_recap_ET_q75_next_,0.00080351904
tunic.historicalsociety.collection_flag.gramps.recap_ET_q75_,0.00080304896
expert_ET_sum_,0.0008029651
journals_flag.pic_2.bingo_ET_mean_,0.00080208207
word_q75_Wells,0.0008008173
word_std_is,0.00080040056
tunic.historicalsociety.closet_dirty.photo_ET_std_,0.00079945306
tunic.historicalsociety.stacks_ET_sum_,0.00079921767
tunic.library.microfiche_ET_sum_next_,0.0007990472
directory.closeup.archivist_ET_mean_,0.0007973959
directory_ET_q25_next_,0.00079706777
hover_duration_std_,0.00079642225
tunic.historicalsociety.cage.teddy.trapped_ET_median_,0.0007959569
tunic.flaghouse.entry_ET_sum_,0.0007952043
groupconvo_flag_ET_q75_,0.0007923808
tunic.drycleaner.frontdesk_ET_std_next_,0.0007923329
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_q25_,0.00079207827
directory.closeup.archivist_ET_std_next_,0.00078916166
teddy_ET_mean_,0.0007876232
boss_ET_q25_,0.0007874715
tunic.capitol_2.hall.boss.haveyougotit_ET_q75_next_,0.0007860727
tunic.historicalsociety.cage_ET_std_next_,0.0007843652
word_std_Wells,0.0007837303
18_ET_q75_,0.0007832167
tunic.wildlife.center.wells.nodeer_recap_ET_sum_next_,0.0007777649
tunic.flaghouse.entry.flag_girl.hello_recap_ET_sum_next_,0.0007770442
tunic.drycleaner.frontdesk_ET_median_next_,0.00077641336
tunic.library.frontdesk.worker.flag_recap_ET_q25_next_,0.0007760403
tunic.wildlife.center.wells.nodeer_recap_ET_q25_,0.0007759152
tunic.humanecology.frontdesk_ET_std_,0.00077327015
object_click_close_ET_q25_,0.0007712015
tunic.historicalsociety.entry.wells.flag_ET_mean_,0.0007710867
word_median_Oh,0.0007710492
cutscene_click_basic_ET_median_,0.000770159
tunic.wildlife.center.wells.animals2_ET_sum_,0.0007698575
tunic.historicalsociety.entry.wells.flag_recap_ET_mean_,0.0007696194
word_q25_to,0.00076951674
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_median_next_,0.00076875783
photo_ET_q75_,0.00076831295
tunic.humanecology.frontdesk.worker.badger_ET_mean_,0.00076801947
tunic.flaghouse.entry.flag_girl.symbol_ET_mean_,0.00076654105
photo_ET_q25_next_,0.000766152
journals_flag.hub.topics_old_fqid_counts,0.00076574105
lockeddoor_ET_mean_next_,0.00076519896
tunic.capitol_1_ET_std_next_,0.0007638474
tunic.capitol_2.hall.boss.haveyougotit_ET_std_next_,0.00076381356
tunic.historicalsociety.entry.directory.closeup.archivist_ET_median_,0.00076014886
tunic.library.frontdesk.worker.flag_recap_ET_mean_next_,0.00075976766
word_std_next_this,0.00075694575
boss_ET_mean_,0.0007557089
15_LEVEL_count,0.00075551344
tunic.humanecology.frontdesk_ET_sum_next_,0.00075418083
flag_girl_ET_std_,0.000753077
unlockdoor_ET_mean_,0.0007510205
word_std_next_help,0.0007510126
word_median_this,0.000750824
tunic.historicalsociety.closet_dirty.photo_ET_mean_next_,0.0007502842
tostacks_ET_sum_,0.00075026514
word_sum_Jo,0.00074992736
person_click_basic_ET_median_,0.00074748124
tunic.library.frontdesk.worker.nelson_recap_ET_mean_next_,0.00074716145
word_sum_that,0.0007465227
tunic.historicalsociety.basement.seescratches_ET_median_,0.0007450329
tunic.historicalsociety.entry.wells.flag_ET_median_,0.0007449933
tunic.humanecology.frontdesk.worker.badger_ET_median_,0.0007442072
tunic.historicalsociety.collection_flag_room_fqid_counts,0.000743533
tunic.library.microfiche.reader_flag.paper2.bingo_ET_median_,0.000742699
tunic.wildlife.center.wells.animals_ET_mean_,0.0007411293
notebook_click_basic_ET_std_,0.00073972245
tunic.wildlife.center.remove_cup_ET_q25_,0.0007375817
tracks_ET_sum_,0.000737388
tunic.library.frontdesk.worker.nelson_recap_ET_median_,0.0007373584
journals_flag_ET_mean_,0.0007371652
tunic.historicalsociety.entry.directory.closeup.archivist_ET_sum_,0.00073582365
tunic.historicalsociety.frontdesk_ET_std_next_,0.0007336789
tunic.library_ET_sum_,0.00073321693
journals_flag.pic_0.bingo_ET_q25_next_,0.00073320814
groupconvo_flag_ET_std_next_,0.00073295686
tunic.drycleaner.frontdesk_ET_sum_next_,0.00073251437
tunic.library.frontdesk.worker.flag_recap_ET_sum_,0.00073067815
tunic.library.frontdesk.worker.nelson_ET_q25_,0.00073035853
object_click_basic_ET_sum_,0.0007293628
journals_flag.pic_0.bingo_ET_std_next_,0.0007284167
tunic.historicalsociety.closet_dirty.photo_ET_q25_,0.0007282927
tunic.capitol_1_ET_q75_next_,0.0007277928
tunic.capitol_1.hall.boss.writeitup_ET_sum_,0.0007276733
flag_girl_ET_sum_next_,0.0007268839
journals_flag.pic_2.next_ET_std_,0.0007268448
tunic.historicalsociety.entry_ET_sum_next_,0.0007265762
word_mean_Ooh,0.00072607
notebook_click_close_event_name_counts,0.00072606036
word_median_that,0.0007253649
journals_flag.hub.topics_old_ET_sum_,0.0007248673
tunic.drycleaner_ET_sum_,0.00072454876
tunic.wildlife.center.wells.nodeer_recap_ET_q75_,0.0007237924
word_mean_Jo,0.0007229247
tunic.library.microfiche_ET_mean_,0.00072126434
journals_flag.pic_2.next_ET_median_,0.0007211239
notification_click_basic_ET_sum_next_,0.000721103
checkpoint_basic_ET_q25_,0.0007203631
tunic.drycleaner.frontdesk_ET_median_,0.0007196093
tunic.historicalsociety.cage.glasses.beforeteddy_ET_mean_next_,0.00071946037
tunic.humanecology_ET_std_next_,0.0007184009
tunic.capitol_1_ET_mean_next_,0.0007182859
tofrontdesk_ET_sum_,0.0007180687
word_q75_to,0.000717932
14_ET_mean_,0.0007177735
directory_ET_median_next_,0.00071675744
tunic.historicalsociety_ET_sum_next_,0.00071658695
tunic.capitol_2.hall.boss.haveyougotit_ET_sum_,0.0007162004
tunic.library.microfiche_ET_std_next_,0.0007160901
tunic.historicalsociety.collection_flag.gramps.recap_ET_std_,0.00071528775
colorbook_ET_std_next_,0.00071510114
tunic.historicalsociety.entry.boss.flag_recap_ET_sum_next_,0.0007147128
object_hover_undefined_ET_std_next_,0.0007135308
journals_flag.hub.topics_ET_sum_,0.0007133718
word_Jo,0.00071337086
word_std_found,0.0007128751
tunic.drycleaner.frontdesk_ET_mean_,0.0007124768
tunic.wildlife.center.tracks.hub.deer_ET_q25_,0.0007118515
tunic.humanecology.frontdesk.worker.badger_ET_q75_next_,0.0007117614
tomap_ET_q25_,0.00071173924
tunic.historicalsociety.cage.confrontation_ET_median_,0.00071166194
tunic.historicalsociety.frontdesk_ET_q75_,0.00071020174
tunic.flaghouse_ET_sum_,0.0007096452
20_ET_q25_,0.00070958
journals_flag.pic_0.next_ET_sum_,0.00070919294
tunic.historicalsociety.collection_flag.gramps.flag_ET_median_,0.00070773583
tunic.historicalsociety.cage.teddy.trapped_ET_q75_,0.00070706604
ch3start_ET_mean_,0.0007070518
13_LEVEL_count,0.0007067299
tocollectionflag_ET_q25_,0.0007066357
tunic.humanecology.frontdesk_ET_sum_,0.00070430955
tunic.historicalsociety.stacks.journals_flag.pic_0.bingo_ET_mean_,0.00070421095
13_ET_sum_next_,0.0007023806
journals_flag.pic_0.next_ET_q25_,0.0007020976
unlockdoor_ET_median_,0.0007016685
tobasement_ET_sum_next_,0.0006994506
tunic.historicalsociety_fqid_counts,0.0006988382
groupconvo_flag_ET_median_,0.0006985148
tunic.historicalsociety.closet_dirty_ET_q25_next_,0.00069810054
photo_ET_median_,0.00069802423
gramps_ET_std_next_,0.0006977002
map_click_close_ET_mean_next_,0.0006976685
tunic.wildlife.center.expert.recap_ET_q25_,0.00069758215
checkpoint_basic_ET_mean_,0.0006970278
journals_flag.pic_1.next_ET_q25_next_,0.00069568347
screen_coor_x_q25_,0.0006951111
tunic.library.frontdesk.worker.nelson_recap_ET_q25_,0.0006943787
journals_flag.hub.topics_old_ET_std_next_,0.0006942003
journals_flag.pic_0.next_ET_median_,0.00069318677
tunic.flaghouse.entry.flag_girl.symbol_ET_sum_,0.00069289893
tunic.library.frontdesk.worker.nelson_recap_ET_mean_,0.00069277093
tunic.drycleaner.frontdesk_ET_std_,0.00069207844
notebook_click_open_ET_mean_,0.0006916645
tunic.library.frontdesk.worker.nelson_recap_ET_std_,0.0006907541
ch3start_ET_sum_next_,0.0006907209
word_q25_Oh,0.00069023855
tunic.historicalsociety.stacks.journals_flag.pic_1.bingo_ET_std_next_,0.0006893538
21_ET_sum_,0.0006879745
worker_ET_median_,0.00068680366
journals_flag_ET_sum_,0.0006867591
journals_flag.pic_0.bingo_ET_q25_,0.0006866842
21_ET_sum_next_,0.00068589096
tunic.historicalsociety.frontdesk.key_ET_q25_,0.00068545685
object_hover_undefined_ET_sum_next_,0.00068488665
tunic.historicalsociety.stacks.journals_flag.pic_0.bingo_ET_sum_next_,0.0006835346
tunic.historicalsociety.entry.boss.flag_recap_ET_median_,0.00068333594
tunic.historicalsociety.entry.boss.flag_ET_q75_,0.0006825737
tunic.capitol_1.hall.boss.writeitup_ET_q75_,0.00068166753
tohallway_ET_std_next_,0.00068163575
tunic.historicalsociety.basement_ET_sum_,0.0006815399
boss_ET_sum_,0.0006815349
journals_flag.pic_2.next_ET_q25_next_,0.0006814757
tunic.humanecology_ET_std_,0.00068105484
map_click_undefined_ET_std_next_,0.0006807656
key_ET_std_next_,0.0006800217
gramps_ET_sum_,0.0006799696
tunic.historicalsociety.frontdesk.key_ET_sum_,0.0006798148
observation_click_basic_ET_sum_next_,0.0006794862
worker_ET_q75_,0.00067919126
tunic.flaghouse.entry.flag_girl.hello_recap_ET_q25_,0.00067918346
tunic.historicalsociety.closet_dirty_ET_std_,0.0006791092
reader_flag.paper2.next_ET_std_next_,0.00067853404
tunic.historicalsociety.cage.lockeddoor_ET_q75_,0.0006774508
tunic.flaghouse.entry_ET_std_next_,0.00067677564
tunic.wildlife.center.wells.animals2_ET_q25_,0.00067656435
word_q75_myself,0.0006761962
journals_flag.hub.topics_old_ET_sum_next_,0.0006756506
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_mean_,0.000675122
tunic.historicalsociety.cage.glasses.beforeteddy_ET_q25_next_,0.00067506544
tunic.capitol_1_ET_median_next_,0.0006744634
word_sum_myself,0.00067390647
tostacks_ET_mean_,0.0006737927
tunic.historicalsociety.cage.glasses.afterteddy_ET_std_next_,0.0006728007
tomap_ET_std_next_,0.0006727992
journals_flag.pic_1.next_ET_std_,0.00067277416
object_click_close_ET_median_,0.0006719166
tunic.historicalsociety.collection_flag.gramps.recap_ET_std_next_,0.00067137816
directory.closeup.archivist_ET_sum_,0.0006707526
word_std_you,0.00067063334
checkpoint_basic_ET_q75_,0.0006703862
tunic.wildlife.center.expert.recap_ET_std_,0.0006698365
journals_flag.pic_2.next_ET_q75_,0.0006698193
tocloset_dirty_ET_q25_next_,0.00066967006
map_click_basic_ET_q25_,0.00066923234
