feature,mean
session_number_,0.009048266
word_to,0.008731055
word_the,0.0062158834
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_text_fqid_counts,0.0039028751
navigate_click_undefined_event_name_counts,0.0035319885
flag_girl_fqid_counts,0.003487791
20_LEVEL_count,0.0031081142
tocloset_dirty_ET_std_next_,0.0028487162
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_sum_,0.002597416
room_fqid_unique_,0.0025418198
tunic.historicalsociety.entry.groupconvo_flag_ET_median_next_,0.0023853234
tunic.historicalsociety.entry.groupconvo_flag_ET_q25_,0.00238341
tunic.drycleaner.frontdesk_ET_mean_,0.0021361161
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_next_,0.002120732
tocloset_dirty_fqid_counts,0.0019766367
map_click_undefined_event_name_counts,0.0019593686
tocloset_dirty_ET_sum_next_,0.001929296
tunic.historicalsociety.entry.groupconvo_flag_ET_median_,0.001922358
toentry_fqid_counts,0.0018769226
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_,0.0018378586
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_,0.0017818825
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_mean_,0.0017817741
tunic.wildlife.center.wells.nodeer_ET_median_next_,0.0017300374
tocloset_dirty_ET_sum_,0.0017256783
tunic.historicalsociety.entry.groupconvo_flag_ET_sum_next_,0.0017233349
word_q25_Wells,0.0016869983
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q75_,0.0016608979
tocloset_dirty_ET_std_,0.0016464384
tunic.historicalsociety.closet_dirty_ET_sum_next_,0.0016396225
tunic.flaghouse.entry_room_fqid_counts,0.0016335972
wells_ET_q25_next_,0.001625791
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q75_next_,0.0016173993
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_next_,0.0016138181
tunic.wildlife.center.wells.nodeer_ET_median_,0.001495758
navigate_click_undefined_ET_sum_,0.0014568003
tunic.historicalsociety.entry.groupconvo_flag_ET_q25_next_,0.001455672
tunic.flaghouse.entry.flag_girl.symbol_recap_text_fqid_counts,0.0014300115
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q75_,0.0014292321
tunic.historicalsociety.closet_dirty_ET_sum_,0.0014061672
tunic.wildlife.center.wells.nodeer_ET_q25_,0.0013483138
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_,0.0013423853
tunic.historicalsociety.basement.seescratches_ET_q25_next_,0.0013210081
tunic.wildlife.center.wells.nodeer_ET_q25_next_,0.0013059535
tohallway_ET_q75_next_,0.0012929661
groupconvo_flag_ET_q25_next_,0.0012744435
tunic.historicalsociety.entry.directory.closeup.archivist_ET_sum_next_,0.0012652857
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_next_,0.0012398624
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_,0.0012273807
tunic.wildlife.center.wells.nodeer_ET_mean_next_,0.0012210321
tunic.historicalsociety.entry.directory.closeup.archivist_ET_mean_next_,0.0012083716
tunic.wildlife.center.wells.nodeer_ET_q75_next_,0.0012076895
tunic.flaghouse_fqid_counts,0.0011888952
tunic.historicalsociety.entry.directory.closeup.archivist_ET_median_next_,0.0011839931
navigate_click_undefined_ET_sum_next_,0.0011708802
directory_ET_q75_next_,0.001156762
tunic.drycleaner.frontdesk_ET_median_,0.0011332381
tunic.historicalsociety.entry.directory.closeup.archivist_ET_sum_,0.0011058444
tunic.historicalsociety.entry.groupconvo_flag_ET_mean_next_,0.0010934774
tohallway_ET_q25_,0.0010930416
tunic.flaghouse.entry.colorbook_ET_median_,0.0010825199
tunic.kohlcenter.halloffame_ET_q25_next_,0.0010624574
boss_ET_q25_next_,0.001061624
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q25_,0.0010412401
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_mean_next_,0.0010364692
directory.closeup.archivist_ET_median_,0.0010336293
word_q25_next_flag,0.0010311765
observation_click_basic_ET_sum_,0.0010083036
tunic.flaghouse.entry.colorbook_ET_q25_,0.0010027639
directory.closeup.archivist_ET_sum_,0.0010008531
tunic.drycleaner.frontdesk_ET_std_next_,0.0009970095
tunic.historicalsociety.closet_dirty_ET_q75_,0.0009927177
tracks_fqid_counts,0.0009919411
tracks_ET_sum_,0.0009766801
word_q25_next_Wells,0.00096698006
tunic.historicalsociety.cage.confrontation_ET_q25_next_,0.0009609392
directory_ET_std_next_,0.00095958106
tunic.flaghouse.entry.colorbook_ET_sum_,0.0009517276
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_q75_,0.0009513603
tunic.historicalsociety.entry.boss.flag_ET_q25_,0.00094384135
tunic.wildlife.center.crane_ranger.crane_ET_std_next_,0.0009434081
tunic.historicalsociety.entry.groupconvo_flag_ET_q75_next_,0.00094246166
text_fqid_unique_,0.000940671
word_find,0.0009387729
boss_ET_q25_,0.00093742687
tunic.wildlife.center.crane_ranger.crane_ET_std_,0.00093025697
word_std_next_Oh,0.000913572
word_std_this,0.00091295224
directory_ET_sum_next_,0.00090942916
tunic.library.frontdesk_room_fqid_counts,0.00090347376
tunic.humanecology.frontdesk_ET_q25_next_,0.0009013984
crane_ranger_ET_q75_,0.00089609035
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_mean_next_,0.0008910797
groupconvo_flag_ET_median_next_,0.0008879664
groupconvo_flag_ET_q25_,0.0008814272
tunic.drycleaner.frontdesk_ET_mean_next_,0.0008799065
word_median_Wells,0.00087914825
tunic.flaghouse.entry.colorbook_ET_q75_,0.0008718312
tocloset_dirty_ET_q25_next_,0.000871119
directory.closeup.archivist_ET_q75_,0.00087058847
tunic.historicalsociety.entry.directory.closeup.archivist_ET_median_,0.00087033014
crane_ranger_ET_std_next_,0.0008673808
cutscene_click_basic_ET_q25_,0.00086467946
tohallway_ET_sum_,0.00086414407
tunic.historicalsociety.closet_dirty_ET_median_,0.00086400297
tohallway_ET_sum_next_,0.0008618934
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_sum_next_,0.00086064
tunic.historicalsociety.closet_dirty_ET_q25_next_,0.0008604739
tohallway_ET_q75_,0.00085775927
tunic.historicalsociety.closet_dirty_ET_std_next_,0.0008562685
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_next_,0.0008561917
tunic.kohlcenter.halloffame_ET_median_,0.0008486232
tunic.flaghouse.entry.colorbook_ET_mean_,0.0008466242
expert_ET_sum_next_,0.00084389915
word_q25_next_you,0.0008407733
tobasement_ET_sum_next_,0.0008372782
tunic.historicalsociety.closet_dirty_ET_median_next_,0.0008318274
tocloset_dirty_ET_q25_,0.0008279193
seescratches_ET_q25_next_,0.0008204453
word_std_next_that,0.00081913575
tunic.drycleaner.frontdesk_ET_q25_,0.0008176441
directory.closeup.archivist_ET_mean_,0.00081560214
tunic.historicalsociety.basement.seescratches_ET_q25_,0.0008124911
tunic.capitol_2.hall.boss.haveyougotit_ET_q25_,0.0008072441
journals_flag.pic_1.next_ET_sum_,0.0008070298
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_median_next_,0.0008056959
word_q25_next_Oh,0.0007981904
tunic.historicalsociety.cage.confrontation_ET_std_next_,0.0007974352
tunic.drycleaner.frontdesk_ET_q75_next_,0.0007969208
tunic.historicalsociety.entry.boss.flag_ET_q25_next_,0.00079531135
directory_ET_mean_next_,0.0007952801
person_click_basic_ET_std_,0.00079292967
tunic.historicalsociety.collection_flag.gramps.flag_ET_q25_,0.00079235376
worker_fqid_counts,0.0007908599
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q25_next_,0.00078941486
tunic.wildlife.center.wells.nodeer_ET_q75_,0.00078906066
map_hover_basic_ET_sum_next_,0.00078892877
tohallway_ET_median_,0.00078064884
tunic.kohlcenter_ET_sum_,0.00077560195
colorbook_ET_q75_next_,0.00077296386
tunic.wildlife.center.expert.recap_ET_std_,0.0007713354
directory_ET_sum_,0.0007697423
tunic.wildlife.center.wells.nodeer_ET_sum_next_,0.0007697053
tunic.humanecology.frontdesk_ET_std_,0.0007677752
directory_ET_q25_next_,0.0007660433
tobasement_ET_sum_,0.0007658988
toentry_ET_sum_next_,0.0007657935
tunic.historicalsociety.entry.groupconvo_flag_ET_q75_,0.00076459843
word_sum_found,0.00075958745
savedteddy_fqid_counts,0.0007549789
20_ET_sum_,0.0007546271
word_sum_next_Wells,0.0007526373
cutscene_click_basic_ET_median_next_,0.00074967934
cutscene_click_basic_ET_q25_next_,0.00074894517
word_std_that,0.0007488301
tunic.historicalsociety.cage.confrontation_ET_q25_,0.00074379425
tunic.historicalsociety.cage_ET_sum_next_,0.00074353203
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q75_next_,0.0007415253
colorbook_ET_std_next_,0.00073890283
journals_flag.pic_1.next_ET_q75_,0.00073826
word_q25_that,0.00073563127
tunic.historicalsociety.collection_flag.gramps.recap_ET_sum_,0.0007328753
tunic.historicalsociety.basement.seescratches_ET_median_next_,0.0007327793
tunic.historicalsociety.entry.boss.flag_ET_sum_next_,0.00073008763
tunic.flaghouse.entry.flag_girl.symbol_ET_median_,0.0007261565
tunic.flaghouse.entry_ET_sum_,0.00072603265
groupconvo_flag_ET_median_,0.00072194485
word_q25_next_Jo,0.00072109664
word_q25_can,0.00072057376
tunic.wildlife.center.crane_ranger.crane_ET_q75_,0.00071810524
tunic.historicalsociety.basement.seescratches_ET_median_,0.00071659137
word_q75_next_national movement,0.0007141841
directory.closeup.archivist_ET_sum_next_,0.00071396015
tunic.drycleaner_ET_sum_,0.00071183755
tunic.historicalsociety.entry.boss.flag_ET_mean_next_,0.00071148784
word_q25_next_to,0.00070705666
journals_flag.pic_0_old.next_fqid_counts,0.0007052542
map_hover_basic_ET_sum_,0.0007044206
tunic.wildlife.center.expert.recap_ET_sum_,0.00070370274
tunic.wildlife.center.wells.nodeer_ET_sum_,0.000702535
20_ET_sum_next_,0.000700423
tunic.wildlife.center.wells.animals2_ET_std_,0.00069691404
journals_flag.pic_1.next_ET_sum_next_,0.0006958628
21_LEVEL_count,0.00069549575
tunic.humanecology.frontdesk_ET_std_next_,0.00069375336
tunic.flaghouse_ET_sum_next_,0.0006935383
word_sum_national movement,0.0006915018
journals_flag.pic_1.next_ET_median_,0.0006912976
word_sum_next_and,0.00068915304
tunic.historicalsociety.basement.savedteddy_ET_sum_next_,0.0006884812
tunic.historicalsociety.entry.wells.flag_ET_q75_,0.0006862463
colorbook_fqid_counts,0.0006836143
journals_flag.pic_1.next_ET_mean_,0.0006813305
tunic.historicalsociety.frontdesk_ET_sum_next_,0.0006797262
word_mean_help,0.000679395
tunic.library.frontdesk_ET_std_next_,0.00067751587
22_ET_sum_,0.0006774038
tunic.historicalsociety.entry.boss.flag_ET_median_,0.00067629875
tunic.historicalsociety.entry.boss.flag_ET_median_next_,0.00067584467
tunic.kohlcenter.halloffame_ET_q75_next_,0.0006747558
word_q25_next_it,0.00067374
tocloset_dirty_ET_median_next_,0.00067228917
tunic.historicalsociety.cage.glasses.afterteddy_ET_q25_,0.00066888554
journals_flag.pic_1.next_ET_mean_next_,0.00066827866
tunic.historicalsociety.entry.boss.flag_ET_q75_next_,0.00066799513
tunic.wildlife.center.crane_ranger.crane_ET_q75_next_,0.00066738646
tunic.drycleaner.frontdesk_ET_median_next_,0.0006671654
word_and,0.0006603234
journals_flag.pic_0.next_ET_sum_next_,0.0006598733
tunic.drycleaner.frontdesk_ET_q75_,0.0006591169
tunic.historicalsociety.cage_ET_sum_,0.0006579352
22_LEVEL_count,0.0006571529
word_q25_next_that,0.0006567901
colorbook_ET_mean_next_,0.00065670686
tracks_ET_std_,0.0006563145
tocloset_dirty_ET_mean_next_,0.00065528695
colorbook_ET_median_next_,0.0006543777
savedteddy_ET_sum_next_,0.00065433135
tunic.capitol_2.hall.boss.haveyougotit_ET_median_next_,0.00065429515
observation_click_basic_ET_q75_,0.0006530971
tunic.historicalsociety.closet_dirty.photo_ET_sum_,0.00065186317
tunic.wildlife.center.expert.recap_ET_q25_next_,0.000651054
tunic.historicalsociety.entry.directory.closeup.archivist_ET_std_,0.00065086
tunic.flaghouse.entry.flag_girl.hello_ET_sum_,0.00064897124
journals_flag.hub.topics_old_ET_std_,0.00064830197
word_median_next_can,0.0006482271
22_ET_sum_next_,0.0006471305
journals.hub.topics_ET_q25_next_,0.00064552994
18_LEVEL_count,0.00064392487
word_q75_Oh,0.0006438138
crane_ranger_ET_q75_next_,0.0006406956
directory_ET_std_,0.0006395769
tunic.drycleaner_ET_sum_next_,0.0006382891
confrontation_ET_std_next_,0.0006378648
boss_ET_median_next_,0.0006376745
worker_ET_q25_next_,0.00063637196
tunic.historicalsociety.entry.directory.closeup.archivist_ET_std_next_,0.0006353007
ch3start_ET_mean_next_,0.0006350662
directory.closeup.archivist_ET_median_next_,0.00063460483
word_std_Oh,0.0006304772
journals_flag.pic_2.next_ET_sum_next_,0.00063010555
tunic.library.frontdesk.worker.nelson_ET_sum_next_,0.0006298958
tunic.flaghouse.entry.colorbook_ET_median_next_,0.0006298047
crane_ranger_ET_std_,0.00062956
coffee_ET_q75_next_,0.0006294643
tunic.wildlife.center.coffee_ET_sum_,0.00062565855
tunic.library.frontdesk.worker.nelson_recap_ET_q25_next_,0.0006253622
tunic.historicalsociety.frontdesk_room_fqid_counts,0.0006253033
cutscene_click_basic_ET_median_,0.00062324817
tunic.flaghouse.entry.colorbook_ET_q75_next_,0.00062311575
savedteddy_ET_sum_,0.0006230241
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_median_,0.00062128576
tracks.hub.deer_ET_median_next_,0.0006212632
tunic.historicalsociety.cage.lockeddoor_ET_std_,0.0006209787
journals_flag.pic_2.next_ET_sum_,0.00061879255
wells_ET_q25_,0.00061869295
word_q25_Jo,0.0006186433
map_hover_basic_ET_mean_,0.0006183078
journals.hub.topics_ET_std_,0.0006172584
journals.hub.topics_ET_q75_,0.00061633455
tunic.historicalsociety.basement_ET_q75_next_,0.0006137585
word_std_to,0.00061220606
word_sum_next_that,0.00061199703
word_q25_next_help,0.0006112553
word_mean_next_this,0.0006108512
19_LEVEL_count,0.00061035925
map_hover_basic_ET_mean_next_,0.00061032193
tunic.historicalsociety.cage.teddy.trapped_ET_sum_,0.0006097835
navigate_click_undefined_ET_median_next_,0.0006095745
tunic.wildlife.center.coffee_ET_mean_,0.000608542
tunic.historicalsociety.collection_flag_ET_sum_,0.0006078998
reader_flag.paper2.bingo_ET_mean_next_,0.0006078691
tunic.historicalsociety.cage.teddy.trapped_ET_q25_,0.0006077321
word_sum_next_flag,0.0006067596
word_q25_next_can,0.00060428807
toentry_ET_sum_,0.0006028641
tunic.flaghouse.entry.flag_girl.hello_recap_ET_q25_,0.0006028611
object_hover_undefined_ET_sum_next_,0.00060284795
teddy_ET_sum_next_,0.0005991992
15_ET_mean_next_,0.0005989193
journals_flag.pic_1.bingo_ET_std_next_,0.00059882214
journals_flag.pic_1.next_ET_q25_,0.0005979706
journals_flag.hub.topics_old_ET_sum_,0.00059746223
word_sum_Oh,0.0005968325
tunic.historicalsociety.entry.wells.flag_ET_sum_next_,0.0005968293
21_ET_std_,0.00059658126
confrontation_ET_q75_next_,0.00059644965
tunic.historicalsociety.entry.wells.flag_ET_mean_next_,0.000596244
journals_flag.pic_0.next_ET_sum_,0.0005947026
room_coor_x_q25_,0.0005944655
tunic.flaghouse_ET_std_,0.0005939534
directory.closeup.archivist_ET_std_,0.00059373875
word_q25_and,0.0005936572
tunic.wildlife.center.coffee_ET_q25_,0.00059272215
flag_girl_ET_sum_next_,0.000592358
remove_cup_ET_q75_next_,0.00059112336
word_median_next_Earth Day,0.00059094443
word_mean_national movement,0.000590596
word_sum_next_national movement,0.00059040554
tunic.wildlife.center.wells.animals2_ET_std_next_,0.00058795215
tunic.humanecology_ET_std_,0.00058726926
notebook_click_open_ET_sum_next_,0.00058648724
tunic.library.frontdesk.worker.nelson_recap_ET_q75_next_,0.00058585114
tracks_ET_sum_next_,0.00058578013
object_click_close_ET_sum_next_,0.0005842789
tunic.library.frontdesk.worker.nelson_ET_median_,0.00058301905
journals_flag.pic_2.next_ET_std_next_,0.0005823663
reader_flag.paper1.next_ET_std_,0.00058219477
tunic.capitol_2.hall.boss.haveyougotit_ET_sum_next_,0.00058185006
word_median_next_national movement,0.00058177346
word_q75_that,0.00058106094
tunic.historicalsociety.entry.directory.closeup.archivist_ET_mean_,0.0005808467
word_std_found,0.0005803021
13_ET_q25_,0.0005799981
tracks_ET_mean_,0.00057921023
glasses_ET_q25_,0.00057912443
word_mean_next_and,0.00057903904
14_ET_std_next_,0.0005789695
journals_flag.hub.topics_old_ET_sum_next_,0.00057753804
tunic.wildlife.center.wells.animals_ET_q25_next_,0.0005774938
hover_duration_mean_,0.0005770471
tocloset_dirty_ET_q75_next_,0.0005768115
tunic.wildlife.center.expert.recap_ET_std_next_,0.00057664793
notebook_click_close_ET_sum_next_,0.0005764154
tomap_ET_sum_,0.0005754835
worker_ET_std_,0.0005750259
journals_flag.hub.topics_ET_std_next_,0.00057401095
tunic.library.frontdesk.worker.nelson_ET_q75_next_,0.0005729761
savedteddy_ET_median_next_,0.0005724458
word_median_next_need,0.00057164056
colorbook_ET_median_,0.00057117164
word_q75_national movement,0.00057043013
tunic.wildlife.center.wells.animals_ET_median_,0.00057029584
word_median_next_found,0.000569941
tunic.historicalsociety.closet_dirty_ET_mean_,0.00056849926
word_mean_next_national movement,0.0005674755
word_sum_find,0.0005666872
17_LEVEL_count,0.0005663311
wells_ET_median_next_,0.00056614075
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_q25_,0.0005653266
word_q75_find,0.00056422077
tunic.historicalsociety.cage.confrontation_ET_median_next_,0.0005637492
gramps_ET_mean_,0.00056352775
gramps_ET_sum_,0.000563513
tunic.historicalsociety.closet_dirty_room_fqid_counts,0.0005633105
journals_flag.pic_0.next_ET_q75_next_,0.0005627056
tunic.historicalsociety.basement.savedteddy_ET_sum_,0.0005619412
word_sum_that,0.0005617979
word_you,0.000561298
tunic.historicalsociety.cage.glasses.afterteddy_ET_q25_next_,0.0005608566
word_std_next_found,0.00056079176
tunic.historicalsociety.stacks.journals_flag.pic_1.bingo_ET_median_,0.0005602916
tunic.library.frontdesk_ET_sum_,0.00055986457
tunic.library.frontdesk.worker.nelson_recap_ET_mean_next_,0.0005590983
reader_flag.paper1.next_ET_q25_,0.00055902917
tunic.capitol_2.hall_ET_q25_next_,0.00055893743
directory_ET_q25_,0.00055772444
tracks.hub.deer_ET_q75_next_,0.00055661483
expert_ET_std_next_,0.000555591
18_ET_std_next_,0.0005545431
tunic.wildlife.center_ET_std_,0.00055402954
15_ET_std_next_,0.0005537159
journals_flag.pic_1.next_ET_q75_next_,0.0005533447
tofrontdesk_ET_mean_next_,0.0005533144
room_coor_y_median_,0.0005533082
object_click_close_ET_median_,0.000553017
journals_flag.hub.topics_old_ET_q25_next_,0.00055281934
tunic.capitol_2.hall.boss.haveyougotit_ET_q75_next_,0.0005519685
tracks.hub.deer_ET_q25_next_,0.00055166107
tunic.historicalsociety.collection_flag_ET_median_,0.0005516444
tunic.flaghouse.entry.colorbook_ET_mean_next_,0.0005510837
tomicrofiche_ET_median_,0.00055064505
22_ET_std_,0.0005505287
tunic.historicalsociety.cage.confrontation_ET_q75_next_,0.0005501918
tunic.library.microfiche.reader_flag.paper2.bingo_ET_q75_,0.00055004645
tunic.capitol_1_ET_std_,0.0005496269
navigate_click_undefined_ET_mean_next_,0.00054844277
directory.closeup.archivist_ET_q25_next_,0.0005484066
tunic.historicalsociety.basement_ET_q75_,0.0005478058
tunic.wildlife.center.expert.removed_cup_ET_median_next_,0.00054776575
14_ET_std_,0.0005473324
word_median_need,0.00054703566
word_q75_this,0.0005467965
notebook_click_close_ET_sum_,0.0005466206
tunic.historicalsociety.frontdesk.key_ET_q25_,0.00054623245
tunic.flaghouse.entry_ET_q75_,0.0005461503
object_hover_undefined_ET_mean_next_,0.00054597936
journals_flag.pic_2.next_ET_median_next_,0.0005456003
tunic.capitol_1.hall_ET_sum_next_,0.000545481
word_median_Oh,0.00054537784
word_sum_next_Oh,0.00054508494
tunic.wildlife_ET_median_next_,0.0005448451
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_mean_,0.0005448382
map_click_basic_ET_std_,0.0005448132
tunic.historicalsociety.basement.seescratches_ET_std_,0.00054412446
21_ET_sum_,0.00054374465
tunic.capitol_2.hall.boss.haveyougotit_ET_median_,0.00054313254
remove_cup_ET_std_,0.00054284115
flag_girl_ET_sum_,0.00054263027
reader_flag_duration,0.00054188
word_std_it,0.00054041855
word_sum_and,0.00054033514
tunic.flaghouse.entry.colorbook_ET_q25_next_,0.0005403155
tunic.wildlife.center.wells.animals2_ET_q25_next_,0.0005401399
map_click_close_ET_sum_,0.00053993484
15_ET_std_,0.0005393356
ch3start_ET_sum_next_,0.00053927954
teddy_ET_sum_,0.00053896406
tunic.wildlife.center.expert.recap_ET_median_next_,0.0005379659
tunic.historicalsociety.entry.boss.flag_ET_sum_,0.0005369207
map_click_basic_ET_median_next_,0.0005365963
journals_flag.pic_2.next_ET_q25_next_,0.00053641817
journals_flag_ET_sum_,0.0005362307
tunic.flaghouse.entry_ET_sum_next_,0.0005353239
tunic.wildlife_ET_q75_,0.0005348569
tunic.historicalsociety.entry_ET_q75_next_,0.0005348252
19_ET_std_,0.00053477346
object_hover_undefined_ET_q75_next_,0.00053458306
tunic.historicalsociety.stacks.journals_flag.pic_1.bingo_ET_std_next_,0.0005339249
journals_flag.pic_2.next_ET_q75_next_,0.0005338449
tunic.library.microfiche.reader_flag.paper2.bingo_ET_mean_,0.00053362525
tunic.historicalsociety_ET_sum_,0.00053320447
tunic.library.frontdesk.worker.nelson_recap_ET_sum_,0.0005330879
tostacks_ET_q75_next_,0.0005330084
remove_cup_ET_sum_next_,0.0005329938
tunic.library.microfiche.reader_flag.paper2.bingo_ET_sum_next_,0.0005315234
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_q75_next_,0.00053074036
glasses_ET_median_,0.00052944466
tunic.wildlife.center.wells.nodeer_recap_ET_mean_,0.00052926334
tunic.library.frontdesk.worker.nelson_ET_mean_next_,0.000528804
tocollectionflag_ET_mean_next_,0.000528342
tunic.historicalsociety.stacks_ET_sum_next_,0.00052819605
tunic.historicalsociety.basement.savedteddy_text_fqid_counts,0.0005281513
journals_flag.pic_1.next_ET_q25_next_,0.0005279397
lockeddoor_ET_sum_,0.00052731775
tunic.library.frontdesk_ET_sum_next_,0.00052714
word_std_next_to,0.0005270038
tostacks_fqid_counts,0.0005269632
tunic.historicalsociety.entry_ET_median_,0.00052642834
tocloset_dirty_ET_mean_,0.0005261929
