feature,mean
11_LEVEL_count,0.0077367877
session_number_,0.005622379
object_click_basic_event_name_counts,0.0036825626
tunic.historicalsociety.stacks_room_fqid_counts,0.0028040293
navigate_click_undefined_ET_sum_next_,0.0024789646
object_click_basic_ET_sum_,0.0023515124
tunic.historicalsociety.frontdesk_room_fqid_counts,0.0018108765
reader_fqid_counts,0.0017108623
map_hover_basic_ET_sum_next_,0.0016857497
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_mean_,0.0015772865
worker_ET_q25_next_,0.001562055
word_median_Wells,0.0015182295
11_ET_sum_next_,0.0015029268
journals_bingo_indexCount,0.0014954067
word_std_this,0.0014828641
navigate_click_undefined_event_name_counts,0.0014195585
word_the,0.0013868946
tostacks_fqid_counts,0.0013121723
observation_click_basic_ET_q75_,0.001243128
word_q75_next_you,0.0012406211
journals.pic_1.next_ET_sum_,0.0012309789
tunic.humanecology.frontdesk.worker.intro_ET_q25_next_,0.0012255355
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_sum_,0.0012008501
reader_bingo_indexCount,0.0011957055
word_q25_it,0.0011932199
block_ET_sum_next_,0.001176284
word_q75_Wells,0.0011532195
tunic.drycleaner.frontdesk_ET_q25_next_,0.0011483943
word_q25_next_is,0.0011437997
journals_ET_sum_next_,0.0011308579
tunic.historicalsociety.closet_dirty.gramps.archivist_ET_std_,0.0011288362
tunic.historicalsociety.closet_dirty.gramps.news_ET_q25_next_,0.0011183359
worker_ET_q25_,0.0011132086
word_q75_is,0.0010950526
word_q75_this,0.0010924294
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_median_,0.0010904172
word_q25_to,0.001085335
word_std_Gramps,0.0010713558
tunic.drycleaner.frontdesk.worker.hub_ET_median_,0.0010681432
tunic.historicalsociety.closet_dirty.gramps.archivist_ET_sum_next_,0.0010600359
word_median_cleaner,0.0010558054
tunic.drycleaner.frontdesk_ET_q25_,0.001051539
word_q25_next_this,0.0010402366
archivist_fqid_counts,0.0010372229
word_q25_cleaner,0.0010344285
word_q75_you,0.0010342974
word_q25_the,0.0010339038
word_q25_and,0.0010161124
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_q75_,0.0010156331
toentry_ET_sum_next_,0.0010113082
tunic.historicalsociety.stacks.block_ET_mean_,0.0010090686
tunic.drycleaner.frontdesk.worker.hub_ET_q25_next_,0.0009976929
map_hover_basic_ET_sum_,0.0009815978
observation_click_basic_ET_sum_,0.0009805396
magnify_ET_mean_next_,0.00096889393
word_std_you,0.0009645195
observation_click_basic_ET_mean_,0.00096396566
tunic.library.frontdesk.worker.wells_ET_median_,0.0009566037
tunic.historicalsociety.stacks_ET_sum_,0.000956275
