feature,mean
cutscene_click_basic_ET_median_,0.006788029
cs_ET_q25_,0.0061616697
tunic.historicalsociety.collection_room_fqid_counts,0.0059151934
tunic.historicalsociety.collection.cs_ET_q25_,0.0053004306
checkpoint_basic_ET_sum_,0.005142971
cs_ET_median_,0.0050392644
word_median_you,0.004970369
tunic.historicalsociety.collection.cs_ET_median_,0.004905226
tunic.capitol_0.hall_ET_sum_,0.0048386673
plaque_ET_sum_,0.004623841
cs_tunic.historicalsociety.collection.cs_ET_median_,0.0043858853
session_number_,0.0043489286
word_q25_the,0.004282129
word_q25_you,0.004134251
groupconvo_tunic.historicalsociety.entry.groupconvo_ET_median_,0.004042886
word_median_help,0.003967423
cs_tunic.historicalsociety.collection.cs_ET_q25_,0.0037817918
chap1_finale_c_ET_sum_,0.0037737114
groupconvo_ET_median_,0.0036822716
word_q25_it,0.0035028262
tunic.historicalsociety.entry.groupconvo_ET_median_,0.003494769
checkpoint_basic_ET_q75_,0.0034442793
chap1_finale_c_ET_q75_,0.0032922456
word_Jo,0.0032261242
word_mean_help,0.0031948213
checkpoint_basic_ET_median_,0.003192984
tunic.historicalsociety.collection.gramps.found_ET_q25_,0.0031584008
4_ET_sum_,0.0031082546
3_ET_sum_,0.003063708
word_median_the,0.0029878335
gramps_tunic.historicalsociety.collection.gramps.found_ET_median_,0.0029248265
tunic.historicalsociety.collection.gramps.found_ET_mean_,0.0028333738
tunic.historicalsociety.collection.gramps.found_ET_median_,0.002784492
word_sum_help,0.002706455
gramps_tunic.historicalsociety.collection.gramps.found_ET_q25_,0.0026647996
word_q25_help,0.0026220046
word_median_that,0.0025878942
checkpoint_basic_ET_q25_,0.0025034377
checkpoint_basic_ET_mean_,0.0024645603
tunic.historicalsociety.collection.gramps.found_ET_sum_,0.0024172827
chap1_finale_c_ET_mean_,0.002360785
word_q75_help,0.0022992957
tunic.historicalsociety.collection_ET_mean_,0.0022966934
cutscene_click_basic_ET_q25_,0.002189593
word_q25_find,0.002161144
notebook_click_basic_page_count_,0.0021358747
tunic.capitol_0.hall_room_fqid_counts,0.0021116403
groupconvo_ET_q25_,0.0021107257
notebook_click_basic_ET_median_,0.002098106
groupconvo_ET_mean_,0.0020525942
tunic.kohlcenter.halloffame_coord1_mean_,0.0020462137
tunic.historicalsociety.collection_coord1_min_,0.0020363594
chap1_finale_c_ET_median_,0.002034508
groupconvo_tunic.historicalsociety.entry.groupconvo_ET_mean_,0.0019936708
word_mean_find,0.0019730676
tunic.historicalsociety.entry.groupconvo_ET_mean_,0.0019661596
tunic.kohlcenter.halloffame_coord1_median_,0.001960863
notebook_click_basic_ET_mean_,0.0019267845
report_ET_q75_,0.0019235602
tunic.historicalsociety.stacks_ET_sum_,0.0019139192
