feature,mean
word_to,0.00736956
session_number_,0.005905303
word_the,0.004671865
text_fqid_unique_,0.0041234293
room_fqid_unique_,0.003839306
tocloset_dirty_ET_std_,0.0034179625
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_fqid_counts,0.0029048359
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_,0.0028395918
groupconvo_flag_tunic.historicalsociety.entry.groupconvo_flag_ET_q25_,0.002816628
word_you,0.002773769
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_,0.0026839292
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_sum_,0.0024715085
flag_girl_tunic.flaghouse.entry.flag_girl.symbol_recap_ET_sum_,0.0022728113
tunic.historicalsociety.entry.groupconvo_flag_ET_q25_,0.002269347
tunic.historicalsociety.entry.groupconvo_flag_ET_median_,0.0022629183
wells_ET_q25_,0.0021693232
groupconvo_flag_tunic.historicalsociety.entry.groupconvo_flag_ET_median_,0.002058907
flag_girl_tunic.flaghouse.entry.flag_girl.symbol_recap_fqid_counts,0.0020212142
tunic.flaghouse.entry_room_fqid_counts,0.002001271
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_,0.0019264277
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_,0.0018834299
word_Jo,0.0017948251
wells_tunic.wildlife.center.wells.nodeer_ET_q25_,0.0017425957
tunic.wildlife.center.wells.nodeer_ET_median_,0.0016706599
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_,0.0016570908
tunic.historicalsociety.closet_dirty_ET_sum_,0.0016177396
tunic.wildlife.center.wells.nodeer_ET_q25_,0.0016138327
tunic.historicalsociety.closet_dirty_room_fqid_counts,0.0015698123
groupconvo_flag_ET_q25_,0.0015523456
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q75_,0.001544767
navigate_click_undefined_ET_sum_,0.001539164
word_find,0.0015377637
tunic.library.frontdesk_room_fqid_counts,0.0015206588
wells_tunic.wildlife.center.wells.nodeer_ET_median_,0.0014500773
tunic.humanecology.frontdesk_coord2_min_,0.0014488532
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q75_,0.0014094408
tunic.historicalsociety.entry.directory.closeup.archivist_ET_sum_,0.0013639577
tocloset_dirty_ET_sum_,0.001362786
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_std_,0.0013429802
flag_girl_tunic.flaghouse.entry.flag_girl.symbol_recap_ET_std_,0.0013421671
tunic.humanecology.frontdesk_ET_std_,0.001337561
tunic.kohlcenter.halloffame_coord1_q25_,0.0013120099
groupconvo_flag_tunic.historicalsociety.entry.groupconvo_flag_ET_q75_,0.001271567
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_mean_,0.0012608492
map_hover_basic_ET_sum_,0.0012546267
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_,0.0012378839
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_mean_,0.0012243771
directory.closeup.archivist_ET_q75_,0.001220365
tunic.historicalsociety.entry.groupconvo_flag_ET_mean_,0.0012150237
tunic.kohlcenter.halloffame_ET_median_,0.001203724
tunic.humanecology.frontdesk_coord2_mean_,0.0011907864
tunic.kohlcenter.halloffame_coord1_q75_,0.0011643257
tunic.humanecology.frontdesk_ET_q25_,0.0011624201
tunic.humanecology.frontdesk_coord2_q25_,0.0011504606
boss_tunic.historicalsociety.entry.boss.flag_ET_q25_,0.0011457391
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_,0.0011449257
tracks_ET_sum_,0.0011437497
tunic.historicalsociety.closet_dirty_ET_median_,0.0011422831
word_q25_Wells,0.0011362124
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_,0.0011105345
tunic.humanecology.frontdesk_coord2_max_,0.0011040616
groupconvo_flag_ET_median_,0.0010935667
tunic.historicalsociety.entry.directory.closeup.archivist_ET_q25_,0.0010927244
tunic.drycleaner.frontdesk_coord2_q75_,0.0010750962
cutscene_click_basic_ET_q25_,0.0010558274
word_q25_can,0.0010450359
word_q25_flag,0.0010422711
tunic.kohlcenter.halloffame_coord1_mean_,0.0010416566
tunic.humanecology.frontdesk_coord1_median_,0.0010360287
tunic.flaghouse.entry.flag_girl.hello_recap_ET_q25_,0.0010262093
tunic.wildlife.center_room_fqid_counts,0.0010249978
tunic.historicalsociety.entry.boss.flag_ET_q25_,0.0010205418
seescratches_ET_q25_,0.0010035142
tunic.humanecology.frontdesk_coord1_std_,0.0010016022
tunic.kohlcenter.halloffame_coord1_median_,0.0010004014
directory.closeup.archivist_ET_median_,0.0009991868
tunic.humanecology.frontdesk_ET_q75_,0.0009872734
tunic.wildlife.center.crane_ranger.crane_ET_std_,0.0009847861
