feature,mean
pre6,0.0065789004
pre10,0.00583213
pre8,0.005222977
pre5,0.005049591
pre7,0.005038695
pre9,0.003802843
session_number_,0.0035175064
pre4,0.0033506525
tunic.historicalsociety.stacks_room_fqid_counts,0.0016498237
object_click_basic_ET_sum_,0.0016379468
archivist_tunic.historicalsociety.frontdesk.archivist.hello_ET_median_,0.001354567
tunic.historicalsociety.entry_room_fqid_counts,0.0012727497
word_median_Theodora Youmans,0.0012642539
block_ET_sum_,0.0012512796
trigger_coffee_tunic.historicalsociety.closet_dirty.trigger_coffee_ET_mean_,0.0012086863
tunic.library.frontdesk.worker.wells_ET_median_,0.0012065172
word_mean_Theodora Youmans,0.0012015195
magnify_tunic.historicalsociety.frontdesk.magnify_ET_median_,0.0011917864
tunic.historicalsociety.frontdesk.archivist.newspaper_ET_q25_,0.0011782984
word_q75_Theodora Youmans,0.0010534668
block_tunic.historicalsociety.stacks.block_ET_sum_,0.0010488415
map_hover_basic_hover_sum_,0.0010433956
tunic.library.frontdesk.worker.wells_ET_q25_,0.0010410666
cutscene_click_basic_ET_q25_,0.0010391625
tunic.humanecology.frontdesk.worker.intro_ET_median_,0.0010362135
tunic.historicalsociety.stacks.block_ET_sum_,0.0010322959
map_hover_basic_ET_sum_,0.001023952
tunic.historicalsociety.stacks.block_ET_q25_,0.0010208805
word_to,0.0010137741
worker_tunic.library.frontdesk.worker.wells_ET_q25_,0.0010105653
word_q25_Wells,0.0010077768
tunic.historicalsociety.frontdesk_room_fqid_counts,0.0010042143
archivist_tunic.historicalsociety.frontdesk.archivist.have_glass_ET_q25_,0.001003529
worker_tunic.library.frontdesk.worker.hello_ET_median_,0.0009988433
word_median_help,0.0009790054
tunic.library.frontdesk.worker.wells_recap_ET_q75_,0.0009659535
block_ET_std_,0.00095605303
magnify_tunic.historicalsociety.frontdesk.magnify_ET_q75_,0.0009498493
tunic.historicalsociety.closet_dirty.trigger_scarf_ET_sum_,0.0009462885
gramps_tunic.historicalsociety.closet_dirty.gramps.archivist_ET_std_,0.0009409235
observation_click_basic_ET_sum_,0.00093562005
archivist_ET_q25_,0.00093515957
tostacks_ET_sum_,0.00092902617
word_q75_that,0.0009287675
journals.pic_1.next_ET_sum_,0.00092867756
10_ET_std_,0.00092793105
worker_ET_median_,0.0009268098
9_ET_q75_,0.00092026085
block_ET_q25_,0.00091925834
object_hover_undefined_hover_sum_,0.0009164284
block_tunic.historicalsociety.stacks.block_ET_mean_,0.0009163881
word_q75_to,0.00091206044
tunic.library.microfiche_room_fqid_counts,0.00091087044
10_ET_sum_,0.00090577727
tunic.drycleaner.frontdesk_ET_q25_,0.0009038345
archivist_tunic.historicalsociety.frontdesk.archivist.hello_ET_mean_,0.00090160663
journals_bingo_indexCount,0.0009012225
trigger_scarf_tunic.historicalsociety.closet_dirty.trigger_scarf_ET_sum_,0.00089801697
block_ET_mean_,0.0008975704
block_tunic.historicalsociety.stacks.block_ET_q75_,0.00089728966
journals.pic_0.next_ET_sum_,0.0008967135
tunic.drycleaner.frontdesk.worker.hub_ET_q75_,0.0008950295
tunic.library.frontdesk.worker.wells_ET_q75_,0.0008942471
word_mean_Gramps,0.0008908536
object_hover_undefined_ET_q75_,0.0008892892
worker_tunic.drycleaner.frontdesk.worker.hub_ET_q75_,0.000889279
word_median_Wells,0.00088918995
tunic.capitol_1.hall.boss.haveyougotit_ET_sum_,0.0008828665
what_happened_ET_q25_,0.00088205043
trigger_coffee_ET_sum_,0.00088175596
object_hover_undefined_hover_q75_,0.00087995565
tunic.library.microfiche_ET_sum_,0.0008783511
tunic.capitol_1.hall_room_fqid_counts,0.0008762445
tunic.historicalsociety.frontdesk.magnify_ET_sum_,0.00087612
tunic.drycleaner.frontdesk.logbook.page.bingo_ET_q75_,0.00087447395
