feature,mean
pre6,0.0097302655
pre7,0.00782652
pre5,0.0064720847
pre8,0.0057588057
pre9,0.0053445725
session_number_,0.0044080717
pre4,0.003601554
person_click_basic_ET_q25_,0.0027977468
tunic.historicalsociety.frontdesk_room_fqid_counts,0.002767016
11_ET_sum_,0.0027219108
word_to,0.002292683
tunic.historicalsociety.stacks_room_fqid_counts,0.0020629338
worker_ET_q25_,0.0020258299
word_q25_the,0.0019849557
word_median_to,0.0018863672
journals_bingo_indexCount,0.0016872713
map_hover_basic_ET_sum_,0.001562003
word_q25_it,0.001554388
worker_tunic.drycleaner.frontdesk.worker.hub_ET_median_,0.0015057607
gramps_tunic.historicalsociety.closet_dirty.gramps.news_ET_median_,0.0014851382
fqid_unique_,0.0014304018
object_click_basic_ET_sum_,0.0013690093
tunic.historicalsociety.stacks_ET_sum_,0.0013370719
worker_tunic.drycleaner.frontdesk.worker.hub_ET_q25_,0.0013366612
word_median_the,0.0013181516
tunic.library.microfiche_room_fqid_counts,0.0013120022
journals_ET_sum_,0.0012870103
gramps_tunic.historicalsociety.closet_dirty.gramps.news_ET_q25_,0.0012266908
word_median_you,0.0012184337
journals.pic_0.next_ET_sum_,0.0011814747
tunic.historicalsociety.entry_room_fqid_counts,0.0011392842
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_q25_,0.0010870582
word_q25_Theodora Youmans,0.0010674943
tunic.historicalsociety.closet_dirty.gramps.news_ET_q25_,0.0010603395
word_mean_cleaner,0.0010544091
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_median_,0.0010499067
word_q25_to,0.0010446098
archivist_tunic.historicalsociety.frontdesk.archivist.newspaper_ET_sum_,0.0010311789
trigger_coffee_tunic.historicalsociety.closet_dirty.trigger_coffee_ET_mean_,0.0010248928
trigger_coffee_tunic.historicalsociety.closet_dirty.trigger_coffee_ET_sum_,0.0010095378
tunic.historicalsociety.frontdesk.archivist.newspaper_ET_q25_,0.0010082962
gramps_ET_q25_,0.0009924562
trigger_coffee_tunic.historicalsociety.closet_dirty.trigger_coffee_ET_median_,0.0009875997
word_mean_is,0.0009859013
door_block_clean_ET_q25_,0.000984868
journals.pic_1.next_ET_sum_,0.000984573
tunic.humanecology.frontdesk.worker.intro_ET_q25_,0.0009814511
tunic.library.frontdesk.worker.wells_ET_mean_,0.0009804133
tunic.library.frontdesk.worker.droppedbadge_ET_q75_,0.0009768703
tunic.historicalsociety.stacks.block_ET_sum_,0.0009759897
archivist_tunic.historicalsociety.frontdesk.archivist.newspaper_ET_q25_,0.00095957617
worker_tunic.library.frontdesk.worker.hello_ET_sum_,0.0009558018
word_q75_and,0.0009523014
word_q75_that,0.0009313955
tunic.historicalsociety.frontdesk.archivist.need_glass_0_ET_q25_,0.00093135954
word_std_that,0.0009303885
word_q25_is,0.00092707307
word_q75_it,0.00092619605
photo_tunic.historicalsociety.closet_dirty.photo_ET_q75_,0.0009219099
word_mean_and,0.00092160556
tunic.historicalsociety.stacks_coord2_std_,0.0009135779
tunic.historicalsociety.closet_dirty.trigger_coffee_ET_mean_,0.0009123846
trigger_coffee_tunic.historicalsociety.closet_dirty.trigger_coffee_ET_q75_,0.0009118573
map_click_undefined_ET_sum_,0.000906318
tunic.historicalsociety.frontdesk.archivist.have_glass_ET_median_,0.00090580946
object_hover_undefined_hover_sum_,0.0009048991
tunic.library.frontdesk.worker.hello_ET_sum_,0.00090458436
object_hover_undefined_ET_sum_,0.0009026331
trigger_coffee_ET_sum_,0.0009011737
tunic.historicalsociety.closet_dirty.trigger_scarf_ET_sum_,0.0008990613
tunic.capitol_0.hall.boss.talktogramps_ET_q25_,0.00089758495
tunic.library.frontdesk_ET_sum_,0.0008914905
tunic.historicalsociety.stacks.journals.pic_2.bingo_ET_median_,0.0008886449
5-12_ET_sum_,0.0008866625
worker_tunic.library.frontdesk.worker.droppedbadge_ET_q75_,0.00088585337
word_q75_Wells,0.0008855305
tunic.historicalsociety.closet_dirty.gramps.news_ET_mean_,0.0008824922
journals.pic_2.next_ET_sum_,0.00088116515
tunic.humanecology_ET_sum_,0.00088084105
object_click_close_ET_q25_,0.00088074926
tunic.humanecology.frontdesk.worker.intro_ET_median_,0.0008803005
door_block_clean_tunic.historicalsociety.closet_dirty.door_block_clean_ET_std_,0.00087900023
word_the,0.00087783934
word_q75_is,0.00087714335
tunic.library.frontdesk.worker.wells_ET_sum_,0.00087545783
word_q75_Theodora Youmans,0.0008745229
tunic.historicalsociety.frontdesk_ET_median_,0.0008744012
