feature,mean
pre1,0.0068060365
pre2,0.006051872
checkpoint_basic_ET_sum_,0.00249932
chap1_finale_c_ET_sum_,0.002429471
checkpoint_basic_ET_median_,0.0021690866
tunic.capitol_0.hall_ET_sum_,0.00206962
session_number_,0.0020161464
word_q75_you,0.002015562
4_ET_sum_,0.0019805569
chap1_finale_c_ET_median_,0.0019749175
chap1_finale_c_ET_q75_,0.0019484285
checkpoint_basic_ET_mean_,0.0018635109
object_click_basic_ET_sum_,0.0018364623
checkpoint_basic_ET_q25_,0.0018294109
tunic.historicalsociety.stacks_room_fqid_counts,0.001783913
checkpoint_basic_ET_q75_,0.0017396361
plaque_ET_sum_,0.00172068
hover_duration_std_,0.0016639865
tunic.historicalsociety.collection_room_fqid_counts,0.0016375616
2_ET_q75_,0.0016201042
gramps_ET_mean_,0.0016124437
cs_tunic.historicalsociety.collection.cs_ET_median_,0.0016099142
cutscene_click_basic_ET_median_,0.001607273
chap1_finale_c_ET_mean_,0.0016062775
notebook_click_basic_ET_mean_,0.0016034447
word_median_need,0.0015588126
word_median_it,0.0015465616
hover_duration_mean_,0.001541212
word_q25_it,0.0015359892
word_median_Wells,0.0015209125
tunic.kohlcenter.halloffame_room_fqid_counts,0.0015129857
cs_ET_median_,0.0015056944
gramps_tunic.historicalsociety.collection.gramps.found_ET_median_,0.001505535
word_median_that,0.0015043733
word_sum_is,0.0014959285
outtolunch_tunic.historicalsociety.stacks.outtolunch_ET_std_,0.0014907534
word_mean_help,0.0014830095
4_ET_std_,0.0014725829
janitor_tunic.historicalsociety.basement.janitor_fqid_counts,0.00147142
word_q75_Wells,0.0014393548
gramps_tunic.historicalsociety.collection.gramps.found_ET_sum_,0.0014319677
word_median_slip,0.0014311138
boss_tunic.historicalsociety.entry.boss.talktogramps_ET_q75_,0.0014256096
tunic.historicalsociety.collection.gramps.found_ET_q25_,0.0014185538
notebook_click_basic_ET_q25_,0.0014181342
word_mean_Wells,0.0014165819
word_mean_to,0.0014061013
word_median_the,0.0014029943
cs_ET_mean_,0.0013967729
chap1_finale_c_ET_q25_,0.0013913958
tunic.historicalsociety.closet.doorblock_ET_q25_,0.0013847455
tunic.historicalsociety.stacks_coord2_max_,0.0013845996
tunic.historicalsociety.collection.gramps.found_ET_sum_,0.001383976
cutscene_click_basic_ET_q25_,0.0013811566
gramps_tunic.historicalsociety.collection.gramps.found_ET_mean_,0.0013722269
word_q75_slip,0.0013719822
tunic.kohlcenter.halloffame.togrampa_ET_sum_,0.0013711744
word_median_Jo,0.0013687606
