feature,mean
13-22_ET_sum_,0.0029612652
word_sum_flag,0.0029329718
tunic.flaghouse.entry_ET_sum_,0.0024208701
19_ET_sum_,0.0023400937
tunic.wildlife.center_ET_sum_,0.0022534379
tunic.library.frontdesk_ET_sum_,0.0020432286
person_click_basic_ET_sum_,0.0017092421
word_mean_flag,0.0016924244
20_ET_sum_,0.0015958666
pre16,0.0014932365
word_median_the,0.0013470582
archivist_glasses_ET_q75_,0.0013320383
word_q75_flag,0.0013088788
flag_girl_ET_sum_,0.0013027401
word_sum_help,0.0012901645
21_ET_sum_,0.0012603671
word_mean_that,0.0012422372
tunic.library.microfiche_ET_sum_,0.0012306436
archivist_glasses_ET_mean_,0.0012192538
tunic.historicalsociety.entry_ET_sum_,0.001193316
word_q25_the,0.0011904564
navigate_click_undefined_ET_sum_,0.0011854523
journals_flag.pic_0.next_ET_sum_,0.0011777449
word_q25_it,0.0011259405
tunic.historicalsociety.closet_dirty_ET_sum_,0.0011096684
object_click_basic_ET_sum_,0.0011094538
tunic.historicalsociety.stacks_ET_sum_,0.0010961884
expert_ET_sum_,0.0010743036
word_std_flag,0.0010582642
word_median_is,0.0010409934
tunic.historicalsociety.closet_dirty_coord1_max_,0.0010367136
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_q75_,0.0010001218
object_hover_undefined_ET_sum_,0.00097550725
word_median_and,0.0009735309
map_hover_basic_hover_sum_,0.0009734205
expert_tunic.wildlife.center.expert.recap_fqid_counts,0.00096608757
tracks_ET_sum_,0.0009512553
word_sum_and,0.0009433581
word_q25_to,0.00093495025
word_mean_and,0.0009345807
tunic.historicalsociety.cage.glasses.beforeteddy_ET_sum_,0.0009339119
gramps_tunic.historicalsociety.collection_flag.gramps.flag_ET_median_,0.0009294979
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_q25_,0.0009248424
journals_flag.pic_0.next_ET_q75_,0.0009232549
person_click_basic_ET_q25_,0.00090990413
tunic.wildlife.center_room_fqid_counts,0.00090777205
pre15,0.0009000298
notification_click_basic_ET_mean_,0.00089960644
tunic.historicalsociety.cage.glasses.beforeteddy_ET_q75_,0.00089730415
tunic.kohlcenter.halloffame_room_fqid_counts,0.0008926332
screen_coor_x_q25_,0.0008909604
session_number_,0.0008904396
tunic.flaghouse.entry.colorbook_ET_mean_,0.0008770003
tunic.historicalsociety.collection_flag_ET_sum_,0.00087697944
tunic.historicalsociety.closet_dirty_room_fqid_counts,0.00087316864
cutscene_click_basic_ET_q25_,0.00086473743
tunic.flaghouse.entry.colorbook_ET_median_,0.0008505585
worker_tunic.library.frontdesk.worker.flag_recap_ET_sum_,0.00084996776
tracks_ET_std_,0.0008498626
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_q75_,0.00084657926
tunic.historicalsociety.basement_ET_sum_,0.0008443089
tunic.flaghouse_ET_sum_,0.0008424975
journals_flag.pic_1.next_ET_sum_,0.00084165676
glasses_tunic.historicalsociety.cage.glasses.beforeteddy_ET_sum_,0.0008386746
tunic.historicalsociety.closet_dirty_coord1_min_,0.00083526206
pre14,0.0008344065
word_q75_is,0.0008315262
word_q25_and,0.0008283606
tunic.library.frontdesk.worker.nelson_ET_q25_,0.0008244487
tunic.flaghouse.entry.flag_girl.symbol_ET_q75_,0.00082363957
19_ET_std_,0.00082154066
tunic.kohlcenter.halloffame_ET_sum_,0.0008154204
map_click_basic_ET_sum_,0.0008149658
tunic.library_ET_sum_,0.00081262545
tunic.flaghouse.entry.colorbook_ET_q75_,0.0008117567
screen_coor_y_q25_,0.00081115
tunic.historicalsociety.frontdesk_ET_sum_,0.00080783607
journals_flag.hub.topics_old_ET_sum_,0.00080538745
22_ET_sum_,0.00080463133
tracks.hub.deer_ET_sum_,0.0008045227
notification_click_basic_ET_sum_,0.0008027453
tunic.flaghouse.entry.colorbook_ET_q25_,0.000802628
observation_click_basic_ET_median_,0.0008001574
tunic.historicalsociety.closet_dirty_coord2_min_,0.0007995879
word_to,0.00079832604
word_help,0.00079804345
notification_click_basic_ET_median_,0.0007970828
tunic.library.frontdesk_ET_std_,0.0007966128
worker_tunic.library.frontdesk.worker.flag_recap_ET_q75_,0.000794759
tunic.wildlife.center.expert.removed_cup_ET_mean_,0.000794241
tunic.historicalsociety.entry.boss.flag_recap_ET_mean_,0.0007922434
tunic.wildlife.center.crane_ranger.crane_ET_q25_,0.0007922189
tunic.historicalsociety.closet_dirty_coord2_mean_,0.00078745646
wells_tunic.wildlife.center.wells.nodeer_recap_ET_sum_,0.0007871393
coffee_ET_mean_,0.00078582123
tunic.historicalsociety.basement_room_fqid_counts,0.000785639
worker_tunic.library.frontdesk.worker.flag_ET_median_,0.00078539655
journals_flag.pic_1.next_ET_q75_,0.0007853692
word_sum_Wells,0.0007841583
tunic.kohlcenter.halloffame_ET_std_,0.00078320695
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_mean_,0.00078131753
tunic.library.frontdesk_room_fqid_counts,0.00078092224
tunic.wildlife_ET_std_,0.00078004424
word_mean_national movement,0.0007800059
coffee_ET_median_,0.0007796773
tunic.library.frontdesk.worker.nelson_ET_median_,0.0007789385
word_q75_Earth Day,0.00077817123
word_sum_you,0.000774588
glasses_tunic.historicalsociety.cage.glasses.beforeteddy_ET_q75_,0.00077207806
journals_flag.hub.topics_ET_sum_,0.00077008706
map_hover_basic_hover_std_,0.00076927285
word_median_Earth Day,0.00076814805
tunic.flaghouse.entry.flag_girl.symbol_ET_sum_,0.00076619396
flag_girl_tunic.flaghouse.entry.flag_girl.symbol_ET_q75_,0.00076555164
journals_flag.hub.topics_old_ET_q75_,0.0007640329
journals_flag.hub.topics_ET_median_,0.0007627305
notification_click_basic_ET_std_,0.00076257973
tunic.historicalsociety.entry.boss.flag_recap_ET_sum_,0.0007620714
tunic.historicalsociety.closet_dirty_coord2_q25_,0.000761634
gramps_ET_median_,0.00076089974
journals_flag.pic_2.next_ET_sum_,0.00076060294
journals_flag.pic_2.next_ET_median_,0.0007581593
tunic.historicalsociety.entry_room_fqid_counts,0.0007581538
word_q25_national movement,0.00075812294
tunic.library.frontdesk.worker.flag_ET_median_,0.00075707654
worker_tunic.library.frontdesk.worker.nelson_ET_median_,0.000756316
notebook_click_close_ET_q75_,0.0007558189
worker_tunic.humanecology.frontdesk.worker.badger_ET_mean_,0.00075557525
tunic.capitol_2.hall.boss.haveyougotit_ET_q75_,0.0007550914
notebook_click_prev_ET_std_,0.00075451395
tunic.historicalsociety.stacks.journals_flag.pic_0.bingo_ET_q75_,0.0007544593
flag_girl_tunic.flaghouse.entry.flag_girl.hello_ET_q25_,0.00075414585
reader_flag.paper2.prev_ET_q25_,0.00075412664
worker_tunic.library.frontdesk.worker.nelson_recap_ET_sum_,0.00075398845
word_q25_find,0.0007535626
boss_tunic.historicalsociety.entry.boss.flag_ET_q25_,0.00075279403
cutscene_click_basic_ET_q75_,0.0007513612
tunic.historicalsociety.closet_dirty_coord2_max_,0.00075048744
screen_coor_x_median_,0.0007503286
word_q25_can,0.0007498173
remove_cup_tunic.wildlife.center.remove_cup_ET_q25_,0.00074950536
tunic.historicalsociety.cage.confrontation_ET_median_,0.0007474844
tunic.historicalsociety.closet_dirty_ET_q75_,0.0007474482
map_hover_basic_ET_sum_,0.0007464548
glasses_tunic.historicalsociety.cage.glasses.beforeteddy_ET_median_,0.0007436995
tunic.historicalsociety.stacks.journals_flag.pic_0.bingo_ET_median_,0.00074310787
tunic.kohlcenter.halloffame_coord1_max_,0.00074304617
word_median_find,0.0007421693
tunic.wildlife.center.expert.recap_ET_sum_,0.0007419995
boss_tunic.historicalsociety.entry.boss.flag_recap_ET_q75_,0.0007416561
tunic.wildlife.center.wells.animals2_ET_q25_,0.0007404817
tunic.flaghouse.entry.colorbook_ET_sum_,0.00073981454
tunic.capitol_2.hall_room_fqid_counts,0.000737976
tunic.wildlife.center_ET_q75_,0.00073736795
20_ET_std_,0.0007355401
archivist_glasses_ET_q25_,0.0007347142
tunic.historicalsociety.cage.glasses.beforeteddy_ET_median_,0.00073434546
tracks.hub.deer_ET_q75_,0.00073426304
worker_tunic.library.frontdesk.worker.flag_ET_sum_,0.0007324769
journals_flag.pic_0.next_ET_mean_,0.0007323262
word_sum_this,0.00073095347
word_q75_need,0.0007308864
tunic.historicalsociety.stacks.journals_flag.pic_0.bingo_ET_mean_,0.0007308595
journals_flag.hub.topics_old_ET_std_,0.00073080085
boss_tunic.historicalsociety.entry.boss.flag_recap_ET_median_,0.00073006126
word_median_Gramps,0.000729246
tunic.library.microfiche.reader_flag.paper2.bingo_ET_q25_,0.0007286091
object_click_close_ET_median_,0.0007281556
tunic.wildlife.center.wells.animals2_ET_q75_,0.0007280946
tunic.historicalsociety.closet_dirty_coord1_std_,0.0007280852
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_std_,0.0007272827
tunic.historicalsociety.cage_ET_sum_,0.0007271879
tunic.historicalsociety.closet_dirty_ET_mean_,0.00072705577
tunic.capitol_1_ET_std_,0.0007259684
18_ET_q25_,0.0007251432
word_median_help,0.0007250471
expert_tunic.wildlife.center.expert.recap_ET_sum_,0.0007243722
word_sum_national movement,0.0007230077
tunic.historicalsociety.stacks.journals_flag.pic_0.bingo_ET_sum_,0.0007227216
tunic.historicalsociety.basement.savedteddy_ET_sum_,0.0007211517
tunic.historicalsociety.basement_ET_q75_,0.00072092545
coffee_ET_q75_,0.00072057184
tunic.historicalsociety.cage.glasses.afterteddy_ET_median_,0.00072055217
word_sum_Oh,0.00072049396
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_sum_,0.00072048366
crane_ranger_ET_mean_,0.000720345
journals_flag.hub.topics_ET_mean_,0.0007199469
tunic.wildlife.center_ET_median_,0.0007197561
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_q25_,0.00071861804
lockeddoor_ET_sum_,0.00071859965
tocloset_dirty_ET_q25_,0.0007183024
expert_tunic.wildlife.center.expert.recap_ET_std_,0.00071824447
savedteddy_tunic.historicalsociety.basement.savedteddy_ET_sum_,0.0007162764
worker_tunic.library.frontdesk.worker.flag_ET_q75_,0.0007158024
word_q75_help,0.000715663
tunic.historicalsociety.collection_flag.gramps.recap_ET_q75_,0.00071463455
13-22_ET_q25_,0.0007141449
map_click_basic_ET_median_,0.0007137231
glasses_tunic.historicalsociety.cage.glasses.beforeteddy_ET_mean_,0.00071285845
crane_ranger_ET_median_,0.0007125669
tunic.historicalsociety.entry.boss.flag_ET_mean_,0.0007125418
word_q25_Earth Day,0.0007123689
archivist_glasses_tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap_ET_median_,0.0007120997
tunic.historicalsociety_ET_q25_,0.00071160204
boss_tunic.historicalsociety.entry.boss.flag_recap_ET_sum_,0.000710652
boss_ET_q75_,0.00071059616
tunic.flaghouse.entry.flag_girl.symbol_ET_median_,0.000710468
tunic.wildlife.center.coffee_ET_mean_,0.0007104088
tunic.historicalsociety.frontdesk_coord1_q25_,0.0007102963
reader_flag.paper2.next_ET_std_,0.00070878817
word_q75_and,0.0007078947
journals_flag.pic_1.next_ET_std_,0.0007075629
word_mean_Earth Day,0.0007075426
flag_girl_tunic.flaghouse.entry.flag_girl.hello_ET_median_,0.00070727576
tracks_ET_q75_,0.0007071639
worker_tunic.library.frontdesk.worker.nelson_ET_q25_,0.0007070901
map_hover_basic_hover_mean_,0.00070696493
journals_flag.pic_0.next_ET_std_,0.00070651673
word_you,0.00070556684
tunic.wildlife.center.coffee_ET_sum_,0.00070478494
word_sum_Jo,0.00070453563
journals_flag.pic_1.next_ET_median_,0.0007043991
coffee_tunic.wildlife.center.coffee_ET_sum_,0.00070407963
directory_ET_mean_,0.00070400926
teddy_tunic.historicalsociety.cage.teddy.trapped_ET_q25_,0.0007039087
object_hover_undefined_hover_sum_,0.00070354505
tunic.humanecology.frontdesk_coord2_median_,0.00070329563
word_it,0.0007030752
18_ET_q75_,0.00070303935
tunic.wildlife.center.tracks.hub.deer_ET_sum_,0.0007028762
tunic.wildlife_ET_mean_,0.0007028598
journals_flag.hub.topics_old_ET_mean_,0.00070267153
map_click_basic_ET_mean_,0.0007020778
word_q25_Ooh,0.00070206623
journals_flag_ET_sum_,0.0007019846
tunic.wildlife.center.wells.nodeer_ET_q25_,0.0007018769
lockeddoor_tunic.historicalsociety.cage.lockeddoor_ET_std_,0.000701788
tunic.wildlife.center.wells.nodeer_recap_ET_sum_,0.00070146547
20_ET_q25_,0.0007012272
tunic.historicalsociety.collection_flag_ET_median_,0.00070074253
tunic.historicalsociety.basement.ch3start_ET_median_,0.000700349
17_ET_sum_,0.0007001538
word_q75_national movement,0.0006993181
word_sum_is,0.0006991691
map_hover_basic_ET_std_,0.00069892715
word_sum_Earth Day,0.00069864147
word_mean_Ooh,0.00069835025
tunic.wildlife.center.expert.recap_ET_median_,0.00069778424
teddy_tunic.historicalsociety.cage.teddy.trapped_ET_median_,0.00069777976
journals_flag.pic_2.next_ET_q75_,0.0006974014
tobasement_ET_median_,0.0006971563
toentry_ET_sum_,0.00069703034
boss_tunic.historicalsociety.entry.boss.flag_recap_ET_std_,0.0006967242
gramps_tunic.historicalsociety.collection_flag.gramps.flag_ET_sum_,0.00069601345
map_hover_basic_ET_q75_,0.0006960031
chap4_finale_c_ET_q75_,0.00069560314
seescratches_ET_q25_,0.00069557613
coffee_ET_sum_,0.0006955214
tunic.historicalsociety.cage_ET_q25_,0.0006944
screen_coor_y_median_,0.0006941009
tunic.flaghouse_ET_std_,0.00069389655
journals_flag.hub.topics_ET_std_,0.0006930687
word_mean_found,0.0006928552
tunic.flaghouse.entry_coord2_q75_,0.0006924909
tunic.historicalsociety.entry.directory.closeup.archivist_ET_median_,0.0006917517
tunic.flaghouse.entry.flag_girl.symbol_recap_ET_std_,0.00069174595
object_click_close_ET_sum_,0.00069168047
wells_ET_sum_,0.00069143844
notebook_click_basic_ET_sum_,0.0006913966
groupconvo_flag_tunic.historicalsociety.entry.groupconvo_flag_ET_q25_,0.0006913445
tunic.historicalsociety.entry_ET_q25_,0.0006912301
tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_ET_median_,0.0006911054
tunic.wildlife.center.tracks.hub.deer_ET_mean_,0.0006903692
word_q75_Jo,0.000690128
